author,qtd_livros,media_nota,desvio_nota,ano_medio,cluster
max weber,3,7.83,3.75,1974,1
mike carey,5,8,0,2002,1
mitchell stephens,3,1.67,2.89,1993,3
mort walker,22,3.2,3.71,1989,1
nicholas salaman,3,6,2.6,1990,1
niel hancock,6,1.67,1.89,1981,3
patricia hickman,6,3.38,2.66,2000,1
phil cousineau,6,5.56,3.14,1996,1
reku fuyunagi,4,9.75,0.5,2002,1
rian malan,3,1.11,1.92,1993,3
richard e. grant,3,3.75,1.39,1998,3
richard morris,16,2.29,3.64,1994,1
richard wilson,3,3.33,5.77,1999,1
robert macneil,9,3.32,3.61,1996,1
robert palmer,3,4.33,5.13,1996,1
roberto calasso,4,4.06,3.22,1996,1
robin lane fox,3,1.09,1.4,1991,3
ron marz,7,4.86,4.56,2002,1
rosenberg,4,0,0,1980,3
rubem fonseca,4,2.17,1.73,1999,3
samuel butler,6,1.68,1.41,1989,3
sandra scoppettone,12,2.54,3.27,1995,1
stedman graham,4,0.63,1.25,1999,3
stella pevsner,13,2.13,2.29,1986,3
stephen baxter,29,2.91,3.08,1999,0
stephen solomita,5,0.28,0.4,1992,3
sue spitler,3,1.33,2.31,1994,3
sue swift,3,1.17,2.02,2002,3
suzanne white,3,6.33,5.51,1988,1
thomas a. bass,3,1.33,2.31,1992,3
tom wolfe,39,3.68,3.01,1993,0
william lee miller,3,0.78,1.35,1994,3
lois gladys leppard,37,5.11,4.25,1993,0
stevie henderson,3,1.75,1.75,1995,3
alan rodgers,4,1.06,1.3,1992,3
alexander mccall smith,14,3.39,2.39,2003,1
alice orr,5,1.73,1.89,1997,3
amber kaye,3,0,0,1993,3
andrew solomon,4,2.63,2.13,2000,3
annette meyers,12,2.13,2.47,1997,3
annie dillard,25,2.98,2.03,1990,0
anonymous,47,3.55,3.22,1995,0
antony beevor,7,4.13,3.78,2001,1
b. m. gill,3,1,1.73,1988,3
bill broady,3,5.67,1.04,2002,1
bruce nash,12,0,0,1991,3
carol carrick,7,3,3.87,1986,1
cathy east dubowski,20,1.07,2.39,1997,3
christina bartolomeo,3,4.02,1.76,2000,1
cristina ong,4,0,0,1998,3
curt gentry,3,5,4.36,1990,1
dan poynter,4,5.75,4.27,1998,1
dave taylor,6,2.67,2.94,1997,1
david cutts,11,1.36,2.34,1988,3
david fromkin,3,2,3.46,1995,1
david gemmell,24,2.38,2.93,2000,1
david wood,3,0,0,1995,3
delores fossen,7,2.23,2.63,2003,1
donald kagan,4,2.75,3.2,1997,1
doris may lessing,53,1.95,2.76,1986,0
elizabeth bevarly,34,1.56,1.86,1998,0
elizabeth van steenwyk,4,4.75,5.5,1988,1
faye hughes,3,0,0,1996,3
francis spufford,3,4.67,4.16,2001,1
frank lauria,7,1.59,1.59,1995,3
gayle roper,4,7.75,2.63,2001,1
genell dellin,14,1.53,2.11,1995,3
georgia bockoven,12,2.44,2.55,1994,3
hal borland,4,0.69,1.38,1985,3
j. j. gardner,10,3.94,4.22,1997,1
j.n. williamson,10,2.4,3.95,1987,1
james herriot,57,3.6,2.61,1987,0
james levin,3,0,0,1998,3
james thomas,3,0.95,1.65,1994,3
janet hobhouse,5,2.39,3.3,1989,1
jay anson,6,2.32,1.54,1982,3
jennifer louden,7,3.96,3.21,1996,1
jerome charyn,12,1.38,2.67,1991,3
jo dereske,9,1.25,1.24,1997,3
joe kane,3,3.36,2.93,1994,1
johann david wyss,4,1.31,1.68,1999,3
johanna spyri,26,3.19,3.17,1994,1
joseph pearce,4,2.5,5,2000,1
joshua harris,5,1.51,1.52,2000,3
joy haney,6,2.5,2.74,1997,1
jr. william f. buckley,8,2,3.7,1989,1
justin scott,15,1.3,2.94,1991,3
kathryn ptacek,4,2,4,1986,1
kristiana gregory,12,1.79,1.9,1999,3
lance wubbels,4,2,4,1997,1
laura van wormer,24,2.64,3.02,1998,1
lewis turco,3,2.73,2.37,1992,3
linda conrad,7,1.55,1.36,2003,3
linda cress dowdy,5,0.92,1.46,1996,3
lloyd c. douglas,3,2.67,4.62,1987,1
louisa ermelino,6,3.89,2.69,2001,1
louise gluck,6,3.67,2.94,1993,1
m. j. rodgers,6,0.33,0.82,1997,3
m. m. kaye,13,3.35,3.57,1989,1
m. t. coffin,8,2.25,2.65,1996,3
marc cerasini,12,2.38,3.11,1999,1
margaret davidson,13,1.4,1.9,1991,3
marjorie weinman sharmat,35,0.92,2.1,1985,0
martin winckler,4,6.92,2.87,2000,1
matt braun,17,1.39,2.71,1995,3
meagan mckinney,25,1.81,2,1998,3
mike allred,4,9.25,0.96,1998,1
murray leinster,7,0.68,1.21,1993,3
noreen wald,5,1.27,1.36,2000,3
octavia butler,4,2.46,2.84,1986,3
p. craig russell,8,2.65,3.57,2000,1
patricia gallagher,7,3.43,3.54,1981,1
patricia grossman,3,0,0,1995,3
patty duke,3,2.9,0.3,1990,3
paula danziger,48,2.64,2.6,1993,0
philip ardagh,12,2.42,3.06,2002,1
rachel ashwell,3,6.33,3.21,1998,1
ralph kovel,4,4.75,5.5,1995,1
rascal,3,2,3.46,1995,1
raymond chandler,40,3.17,3.28,1989,0
sharon duncan,4,4.86,4.22,2003,1
sheila radley,6,0,0,1986,3
sheila williams,3,0.67,1.15,1998,3
skip williams,4,5.79,3.89,1997,1
susan amarillas,5,1.1,1.14,1997,3
susan king,14,1.93,1.93,1999,3
suzanne finstad,7,3.81,3.15,1996,1
ted jordan,3,4.33,3.21,1990,1
ted koppel,3,2.22,2.55,1999,3
tony hiss,3,0,0,1993,3
vic crume,6,0.17,0.41,1980,3
vladimir vladimirovich nabokov,22,4.62,3.03,1990,1
webster,4,7.88,2.53,1988,1
william harrison,4,0.5,1,1987,3
x.j. kennedy,4,0.75,1.5,1990,3
yuri salzman,3,0.83,1.44,1988,3
adrian forsyth,7,5,4.36,1989,1
alexander stuart,3,0,0,1995,3
alina reyes,5,5.6,2.07,1996,1
andrew o'hagan,5,5.05,3.78,2000,1
anita burgh,8,5.05,3.78,2000,1
ann douglas,6,3.06,3.51,1999,1
author unknown,107,0.47,1.57,1984,0
barbara corcoran,13,2,3.83,1987,1
barbara girion,5,3.2,4.6,1985,1
barry b. longyear,9,0.82,1.76,1990,3
betty smith,9,3.24,2.36,1990,1
bruce bawer,5,3.34,3.03,1996,1
c. a. mobley,3,1.21,1.12,1998,3
carla kelly,8,2.72,3.36,1997,1
carol gino,4,3.78,3.83,1991,1
carol shields,29,1.93,1.51,1996,0
caroline gray,4,0.67,1.33,1988,3
charles mackay,3,1.72,2.56,1996,3
charles simmons,4,2.25,4.5,1997,1
chris matthews,4,3,3.83,2001,1
cynthia ulrich tobias,3,3,5.2,1998,1
dana stabenow,34,2.03,2.03,1999,0
debra spark,4,0,0,1993,3
dick riley,4,2.83,3.15,1994,1
dona smith,3,1.67,2.89,1996,3
donald j. trump,3,1.62,1.51,1993,3
dorothy salisbury davis,7,1,2.65,1985,3
douglas angus,4,3.23,2.9,1988,1
edwina currie,6,1.28,1.5,1998,3
elizabeth boyle,7,2.33,1.5,2001,3
elizabeth george speare,10,2.48,2.72,1985,3
erich kã?â¤stner,13,4.43,3.8,1996,1
eve zibart,4,3,4.76,2000,1
frank thompson,4,3.63,2.87,2001,1
g. c. scott,4,4,2.8,2001,1
gillian rubinstein,8,3.38,3.66,1996,1
haruki murakami,37,3.92,2.69,1999,0
herb boyd,3,6.83,1.61,1998,1
jack levin,3,4,4,1991,1
jackie vivelo,5,2.6,3.58,1990,1
james bradley,6,3.02,0.66,2000,3
james d. foley,3,1.33,2.31,1988,3
james legge,3,0,0,1988,3
jane candia coleman,4,1.1,1.33,1997,3
jane howard,4,1.5,3,1988,3
janet l. roberts,3,0,0,1980,3
janette turner hospital,14,2.06,2.7,1996,3
jeffrey e. barlough,3,5.67,4.93,2002,1
jennifer speake,3,6,5.29,1999,1
jim carroll,9,2.16,1.91,1991,3
joan powers,3,2.41,2.7,1993,3
john gould,3,0.83,1.44,1995,3
john kelly,4,1,2,1995,3
john white,11,0.85,2.71,1982,3
jonathan robinson,5,2.3,2.17,1997,3
josie metcalfe,6,0.83,2.04,1999,3
josã?â© saramago,4,5,4.16,1999,1
karl edward wagner,8,1.17,1.83,1989,3
karla hocker,9,1.77,3.35,1995,1
kevin j. anderson,63,2.68,2.52,1997,0
kevin wignall,3,5.11,5,2003,1
laura jean allen,4,1,2,1988,3
lee butcher,3,0.85,1.03,1994,3
lenora mattingly weber,15,3.2,3.06,1999,1
linda rehberg,3,6.83,2.02,1996,1
lisa birnbach,6,2.14,2.78,1996,3
mark kingwell,3,0,0,2001,3
mark sumner,3,0.47,0.81,1997,3
mark winegardner,5,2.21,2.09,1998,3
mary daheim,41,2.56,2.71,1997,0
michael scott,9,0.94,1.91,1994,3
michael stone,4,1.63,1.89,1999,3
michelle lovric,13,3.47,3.78,2000,1
nadine crenshaw,5,1.75,3.03,1993,3
nick o'donohoe,4,1.25,1.5,1995,3
nicola tuxworth,3,0,0,1998,3
peter tonkin,3,1.17,2.02,1993,3
phillip rock,4,3.25,3.77,1983,1
robert smith,5,2.07,2.83,1989,3
robin s. sharma,4,3.5,4.04,1999,1
rosemary badger,4,0.38,0.75,1986,3
ruth westheimer,6,3.11,2.79,1989,1
sandra g. garrett,6,0.58,1.43,1994,3
sara corrin,3,0,0,1985,3
sid smith,3,0,0,2003,3
stephen longstreet,4,0.58,1.17,1981,3
steve pieczenik,5,1.87,3.04,1995,3
steven johnson,4,3.75,3.3,2002,1
susan connell,4,1.25,2.5,1996,3
taffy cannon,4,1,2,1997,3
thomas swan,4,1.73,2,1998,3
tom reamy,3,5.17,4.25,1980,1
tracie peterson,20,2.89,3.26,2001,1
vivian vande velde,15,2.2,2.19,1999,3
wendy morgan,4,0,0,2001,3
william baldwin,3,0,0,1995,3
a.a. attanasio,7,2.93,3.37,1991,1
alison hart,5,0,0,1997,3
arthur hailey,36,1.95,2.13,1990,0
buzz aldrin,5,1.4,1.57,1997,3
carol adams,4,2.08,2.5,1995,3
chris arvetis,5,4.8,4.38,1985,1
christine martin,3,9.33,1.15,1996,1
connie brockway,12,2.4,2.42,1999,3
daniel handler,4,3.82,2.9,2000,1
david k. foot,3,2.44,2.14,1999,3
david wisniewski,4,1,2,1993,3
debra dixon,6,1.04,2,1996,3
earl w. swokowski,4,8.5,1.73,1998,1
editors of people magazine,4,7.25,4.86,1999,1
elisabeth zã?â¶ller,3,5.67,5.13,2001,1
elizabeth cleghorn gaskell,9,3.67,2.79,1990,1
ellen datlow,45,3.15,2.65,1996,0
emily listfield,5,3.2,4.44,1994,1
f. rosanne bittner,11,0.62,1.51,1989,3
gary mccord,3,3.44,4.11,1997,1
geraldine brooks,7,4.63,2.7,1999,1
hans peter richter,4,1.59,1.86,1988,3
"henry h., jr. collins",3,4.33,4.04,1988,1
hope edelman,8,4.24,3.18,1996,1
j. m. hawes,3,4.67,4.51,1998,1
james aldridge,4,1.75,3.5,1988,1
jenny colgan,8,3.54,2.19,2002,1
jessica matthews,4,0.3,0.6,2000,3
jim crace,15,2.72,3,1997,1
john brockman,3,1,1.73,1996,3
john dunning,11,2.14,1.89,1998,3
john ehrlichman,5,0.2,0.45,1982,3
john gielgud,4,4.25,3.4,1993,1
john leslie,12,0.63,1.75,1993,3
john t. trent,4,1.75,3.5,2000,1
julien green,7,1.21,2.12,1992,3
karen taylor,3,2.11,2.01,1996,3
kate o'donnell,3,0,0,1994,3
katherine o'neal,3,2.17,2.25,1998,3
kathryn jackson,4,4.98,2.19,1997,1
katrina britt,4,0,0,1978,3
kristen heitzmann,9,3.44,4.16,2001,1
laura hillenbrand,3,3.54,0.73,2002,3
leslie h. whitten,3,1.56,2.69,1987,3
lois greiman,15,1.76,2.22,1999,3
lorenzo silva,11,4.17,3.53,2000,1
luis sepulveda,21,3.59,3.16,1999,1
margery williams bianco,6,3.44,4.75,1987,1
mario cuomo,3,1,1.73,1995,3
matthew chapman,3,4.83,4.48,2001,1
max heindel,11,6.55,3.59,1987,1
michael reynolds,3,1.69,1.48,1998,3
michael sullivan,3,3.17,2.75,1995,1
nancy thayer,21,2.65,3.31,1994,1
neil wilson,6,4.83,4.4,1999,1
paul gambaccini,3,3.83,3.4,1991,1
pete townshend,3,3.33,5.77,1990,1
peter bowler,4,3.3,3.38,1992,1
philip appleman,3,1.5,2.6,1989,3
ralph ellison,10,2.8,1.71,1994,3
richard francis,3,3.17,4.25,1999,1
richard lupoff,6,3.33,4.08,1985,1
richard north patterson,41,2.47,2.46,1997,0
rosalie bonanno,3,1.33,2.31,1995,3
rose doyle,3,3.67,3.21,1999,1
sharon mccaffree,3,0,0,1984,3
simone weil,4,3,3.56,1991,1
sophie dunbar,4,0,0,1999,3
sue grafton,96,2.88,2.5,1996,0
sunset,3,2.33,4.04,1981,1
susan berman,3,0,0,1992,3
terry orlick,3,4.17,3.69,1987,1
tim myers,5,5.27,2.14,2003,1
tom savage,8,1.58,1.4,1998,3
tony cohan,3,3.72,3.52,2001,1
twig c. george,3,0,0,1999,3
ulrich wickert,7,3.38,3.73,1998,1
vincent courtney,4,2.25,2.63,1994,3
virginie despentes,6,3.22,3.83,2000,1
william proctor,3,2.44,2.69,2000,1
adrian plass,12,2.9,4.15,1996,1
alexandra day,12,5.67,4.59,1992,1
andy andrews,4,0.95,1.9,1999,3
arlene j. chai,3,2.2,1.91,1997,3
barbara brooks-simon,12,0.84,1.6,1998,3
better homes & gardens editors,3,3.33,5.77,1988,1
bill freeman,3,0,0,1978,3
bob glover,7,5.48,2.77,1989,1
bob zelnick,3,0,0,1998,3
brian friel,5,5.12,3.63,1994,1
bronwyn jameson,5,0.85,1.41,2002,3
candice kohl,3,3,5.2,1998,1
carmen carter,3,1.78,2.04,1991,3
carol stanley,4,0.63,1.25,1985,3
catherine lukas,3,0.83,1.44,2000,3
charles kenney,4,5.19,2.66,1997,1
charles webb,3,1.39,1.42,2002,3
charles whiting,4,1.75,3.5,1992,1
cheri scotch,4,0.85,1.7,2001,3
christianna brand,4,2.17,4.33,1989,1
colin mcnaughton,6,5.17,5,1996,1
colleen sell,5,3.73,3.75,2003,1
contemporary books,5,3.1,3.44,1991,1
crawford kilian,5,4.5,2.69,1991,1
dave duncan,37,3.23,2.83,1995,0
denise osborne,3,1.05,1.81,1999,3
desmond bagley,20,3.79,4.06,1989,1
edwards,4,4.5,5.26,1991,1
elizabeth mcgregor,4,3.37,2.72,2002,1
fanny burney,9,2.85,3.38,1993,1
fred vargas,19,4.01,2.61,2000,1
gail duff,4,3.5,4.73,1991,1
gibbon,4,8.75,2.5,1987,1
gwen ellis,5,3.13,3.43,1999,1
harriet frank,3,2.67,4.62,1981,1
henrik ibsen,28,2.7,3.01,1988,0
herge,48,6.23,2.61,1985,0
hope ryden,3,5.83,3.82,1992,1
howard cosell,3,0.39,0.67,1990,3
hunt,3,0,0,1994,3
ilya prigogine,3,3.33,2.89,1998,1
jack countryman,4,5.63,4.39,1999,1
jean van leeuwen,10,0.35,1.11,1993,3
jim kingshott,3,8.67,0.58,1994,1
joe girard,4,0,0,1989,3
julie adair king,4,1.25,2.5,1995,3
keith moseley,4,2.5,5,1996,1
kenneth giles,3,1.33,2.31,1984,3
lawrence,5,3.8,5.22,1976,1
leonard peikoff,3,2.67,4.62,1988,1
levar burton,4,2.83,3.45,1998,1
luisa valenzuela,3,0,0,1996,3
lyon sprague de camp,3,5.83,3.69,1979,1
malcolm rose,8,0.17,0.47,1998,3
maureen wartski,4,0.42,0.83,1995,3
maxwell maltz,6,3.93,3.33,1988,1
meg hutchinson,7,0.86,2.27,2001,3
michael gross,6,3.13,3.02,1996,1
montague summers,4,5.25,4.11,1996,1
mrs. henry wood,3,4.67,4.16,1993,1
narumi kakinouchi,4,9,2,2002,1
natalia ginzberg,3,4,4,1988,1
neal drinnan,3,2.67,4.62,1999,1
nuala o'faolain,6,2.2,1.02,2000,3
pamela redmond satran,3,2.42,2.5,2003,1
parker smith,3,1.5,2.6,1994,3
patty rice,3,1.67,2.89,2002,3
paul erdman,12,3.22,2.91,1990,1
philip gross,3,3.56,4.07,1997,1
philip pullman,69,3.74,2.82,1999,0
r.l. stine,140,1.57,1.69,1995,2
ray kroc,3,4.67,4.04,1985,1
ric edelman,3,4.78,2.12,1999,1
richard baker,5,1.53,2.26,2000,3
richard o'connor,3,1,1.73,1991,3
rick davis,3,6,5.29,1994,1
robert l. fish,3,1.78,1.58,1977,3
roger leroy miller,6,0.75,1.84,1988,3
sara blayne,9,2.19,2.9,1999,1
sin soracco,3,3.22,2.91,1993,1
susan shwartz,13,2.1,3.15,1992,1
terence faherty,10,0.78,1.31,1998,3
tim cockey,8,2.64,3.27,2002,1
william katz,6,0.67,1.63,1986,3
alan p. brauer,3,1.67,2.89,1990,3
alan savage,6,3.5,2.88,1998,1
alberto villoldo,3,1.83,1.76,1991,3
ambrose bierce,15,3.8,3.59,1992,1
anna flowers,3,2.58,2.5,1996,3
barbara jaye wilson,4,3.75,3.07,1999,1
carl mccolman,4,5,5.77,2002,1
carmel bird,3,0.67,1.15,1995,3
charles stanley,22,1.57,2.51,1995,3
clara claiborne park,3,4.89,1.9,1995,1
colin douglas,3,6.33,5.51,1984,1
d. a. benton,4,2.33,3.3,1997,1
david hill,3,4.33,4.04,1996,1
diana marcellas,4,5.92,4.19,2003,1
diana shaw,4,0.31,0.63,1992,3
diane redmond,5,3.3,3.8,2000,1
donna huston murray,7,1.08,1.12,1998,3
ed ruggero,7,0.5,1.32,1997,3
editors of bride's magazine,3,6.33,3.21,1993,1
edo van belkom,3,0.33,0.58,2001,3
eric ambler,23,1.79,2.94,1986,3
frances h. burnett,7,3.34,2.3,1991,1
frank roderus,7,0,0,1998,3
gregory stock,4,2.61,2.03,1988,3
hans wilhelm,20,3.25,3.22,1993,1
herman melville,72,3.13,3.05,1990,0
ira steven behr,3,3.2,0.96,1996,3
james goldman,3,0,0,1984,3
james houston,5,2.67,4.35,1992,1
jean-luc masbou,4,10,0,1999,1
jenna lee joyce,3,0,0,1985,3
jim tunstall,3,5.67,2.08,2001,1
joel rosenberg,24,4.11,3.14,1992,1
john anthony west,3,2.67,4.62,1990,1
john haines,3,1.67,2.89,1981,3
john langstaff,4,2.42,3.8,1968,3
john sanford,5,1.17,1.62,1994,3
john villani,4,1.5,3,1996,3
joy chant,5,3.9,4.25,1982,1
judith stacy,13,2.43,1.72,2000,3
kay wilding,3,0,0,1992,3
ken smith,5,5.5,5.05,1995,1
laurell k. hamilton,40,4.15,2.13,2000,0
louise welsh,3,4.83,1.26,2003,1
maureen dean,4,2.25,2.6,1990,3
maurice druon,10,5.14,3.5,1981,1
nancy clark,3,2.33,4.04,1994,1
nicholas christopher,10,3.68,2.96,1997,1
nick kent,3,6.17,2.47,1997,1
owl magazine,3,5,5,1995,1
paul monette,27,3.75,3.16,1992,1
paul roche,5,5.87,4.54,1992,1
peggy darty,5,2,4.47,1998,1
ramsey campbell,32,2.83,3.65,1992,0
ricardo pinto,3,4,4.58,2002,1
richard shenkman,7,1.4,2.02,1992,3
rick steber,4,2,4,1993,1
rob humphreys,4,0,0,2001,3
rob van der plas,4,2.25,4.5,1992,1
robert welch,3,5,1,1998,1
ryne douglas pearson,8,1,1.37,1997,3
s. f. black,3,2.33,2.52,1997,3
s. l. viehl,7,5.11,2.43,2002,1
sam llewellyn,10,2.61,2.9,1997,1
sandra bernhard,5,2.28,1.51,1994,3
sandra gulland,7,3,2.29,2001,1
sarah smith,9,2.91,2.77,2000,1
shahrukh husain,3,0,0,1998,3
st. augustine,5,2.9,2.43,1974,3
stanley pottinger,5,1.85,1.92,1998,3
stephen gresham,9,0.85,1.34,1994,3
stephen hawking,7,3.39,2.62,1998,1
steve thayer,10,2.33,1.99,1998,3
stuart dybek,5,2.2,3.19,1998,1
tom baker,3,0,0,1986,3
tom dardis,3,1,1.73,1988,3
virginia smiley,3,1.78,3.08,1985,3
wendy loggia,4,1.38,1.6,1998,3
william s. burroughs,27,3.72,3.08,1993,1
winsor mccay,5,4,5.48,1987,1
witch bree,4,9,2,2001,1
a. b. yehoshua,5,3.92,2.24,1998,1
a. s. hornby,3,5.33,5.03,1994,1
alex beam,3,0.25,0.43,1998,3
ann chamberlin,7,2.09,3.46,1999,1
ann wigmore,6,6.83,3.82,1986,1
aung san suu kyi,4,2,2.83,1997,3
baine kerr,4,2.23,0.54,2001,3
brian battison,3,1.67,2.89,2000,3
bruce feirstein,3,1.72,1.84,1985,3
bud macfarlane jr.,3,3.5,0.63,1997,3
camy baker,3,0,0,1998,3
charles hampden-turner,17,2.01,3.02,1996,1
cheryl bolen,4,0.88,1.75,2002,3
clifton adams,4,0,0,1988,3
conari press,5,3.97,2.89,1995,1
conrad allen,7,3.71,3.33,2001,1
d.j. machale,5,4.29,2.79,2003,1
mary j. dobson,5,3.2,4.38,1998,1
mary shelley,13,2.7,3.09,1996,1
maurice leblanc,6,4.69,3.52,1982,1
melinda haynes,9,1.64,1.38,2000,3
michael p waite,4,0,0,1996,3
molly liholm,5,0.84,1.88,1998,3
nick taylor,3,1.17,2.02,1995,3
nora deloach,5,3.2,4.44,1999,1
olivia manning,7,4.14,3.89,1987,1
owen brookes,3,1.25,1.56,1982,3
p.n. elrod,8,1.85,1.66,1996,3
paul r. meredith,3,8,2.65,2002,1
pearl cleage,8,4.73,2.82,2000,1
peggy orenstein,3,2,1.73,1996,3
peter duchin,3,4.67,5.03,2003,1
preethi nair,4,1.83,2.67,2003,3
rafael sabatini,8,4.88,4.29,1994,1
robbins,19,1.18,2.09,1985,3
robert heinlein,18,4.87,2.41,1989,1
robert j rosenblum,3,3,5.2,1976,1
rosalie maggio,11,4.77,3.5,1995,1
s. p. somtow,5,2.87,2.78,1994,1
steven pressfield,10,3.02,1.81,2000,3
sue bender,6,4.87,1.74,1996,1
susanna kearsley,9,3.46,2.51,1999,1
tim locke,3,2.33,4.04,2001,1
valerie martin,11,2.85,2.32,1997,1
valerie w. wesley,8,1.6,1.73,1999,3
vicki hearne,5,3.2,3.83,1992,1
vinita hampton wright,4,4.67,4.24,2001,1
w. s. merwin,3,3.17,2.75,1994,1
wendy wasserstein,8,1.89,1.86,1997,3
wesley ellis,17,0,0,1988,3
william w. johnstone,73,1.02,2.31,1995,0
willo davis roberts,27,2.18,2.91,1993,0
winston graham,25,6.02,3.97,1988,1
alfred glossbrenner,3,3.33,5.77,1996,1
alice elliott dark,4,4.41,2.91,2002,1
ansen dibell,4,6.35,2.68,1987,1
barbara gordon,7,1.33,1.83,1984,3
bessie head,6,4.33,4.8,1988,1
bill holm,4,1.75,3.5,1997,1
brian herbert,19,4.64,3.25,1996,1
career associates,3,7.33,1.53,1987,1
caron lee cohen,3,3.17,2.75,1996,1
catherine alliott,4,1.59,2.36,2001,3
cees nooteboom,21,3.01,3.36,1996,1
chris archer,12,1.74,2.48,2000,3
chris niles,4,1.25,2.5,2000,3
claudette williams,11,1.77,3.25,1987,3
cynthia riggs,6,3.58,4.2,2003,1
daniel silva,22,2.33,2.37,2001,3
david j. lieberman,8,3.29,2.33,2000,1
david j. schow,3,1.67,2.89,1993,3
david suzuki,8,5.79,3.02,1995,1
donald mccaig,5,4.55,4.78,1996,1
eileen christelow,8,3.5,2.56,1991,1
ellen b. senisi,4,1.17,1.45,1999,3
ellen weiss,27,1.75,2.6,1993,0
feridun zaimoglu,4,2,4,2001,1
fran wenograd golden,3,5.33,4.73,1998,1
geoffrey a. moore,4,3.25,2.99,1997,1
geri guillaume,4,1.25,2.5,2000,3
gyo fujikawa,6,0.5,1.22,1986,3
h. jay riker,11,0.66,1.27,1998,3
hal glatzer,3,4.67,4.51,2002,1
holley rubinsky,3,1,1.73,1996,3
honor books,42,3.19,3.53,1996,0
j. r. dunn,5,2.9,2.66,1997,1
james brown,4,2,4,1996,1
jane feather,39,2.32,2.44,1998,0
janet joyce,7,2.05,2.59,1985,3
jay brandon,16,3.12,3.58,1996,1
jean vautrin,6,2.22,3.75,1993,1
jen banbury,3,1.05,1.57,1999,3
jennifer chiaverini,12,4.43,1.67,2002,1
jenny siler,8,3.07,3.61,2002,1
jill m. morgan,5,3.6,3.36,1999,1
jim dufresne,3,3.89,3.47,1998,1
john fitzgerald,5,3.66,2.72,1975,1
john harvey,11,3.77,3.49,1997,1
john le carre,105,2.01,2.03,1992,0
john miles,4,0,0,1996,3
kathryn lynn davis,8,1.78,3.08,1995,3
lawrence watt-evans,25,3.43,3.16,1994,1
lena tabori,4,4.13,4.77,2001,1
lisa smedman,5,4.5,4.24,2001,1
lise mcclendon,5,1.6,3.58,2000,1
longman,3,3.83,4.01,1995,1
loren estleman,4,4.75,3.21,2000,1
majgull axelsson,8,3.38,2.93,2000,1
mallory tarcher,3,0.67,1.15,1996,3
manuel vicent,15,2.11,2.89,1993,3
margaret elphinstone,3,4,3.46,2003,1
margo lundell,17,1.96,2.99,1994,3
mary ellen pinkham,6,1.42,2.25,1992,3
michael hornburg,3,5.22,2.04,1999,1
nisa donnelly,3,2.44,3.15,1991,1
patrick d. smith,4,3.08,4.74,1992,1
paul mantell,11,0.45,1.51,1996,3
pauline gedge,24,4.32,3.69,1994,1
pema chodron,10,2.82,2.36,1999,1
peter wright,4,0.91,1.37,1990,3
pierre desproges,8,2.73,3.54,1998,1
r. j. kaiser,4,3.45,1.98,2000,1
r.a. macavoy,11,1.43,2.65,1987,3
ralph moody,7,3.57,4.76,1993,1
raymond friday locke,3,6.67,5.77,1994,1
rebecca york,43,1.3,1.25,1998,0
richard white,3,5,5,1994,1
robert farrar capon,3,1.67,2.89,1997,3
robin snyder,3,0.33,0.58,1985,3
roch carrier,3,1.67,2.89,1995,3
roma bishop,3,2.5,4.33,1995,1
ruthann robson,4,0,0,1997,3
sheilah beckett,3,2.67,4.62,1997,1
siegfried obermeier,3,7,1,1999,1
stefanie samek,3,2.33,4.04,1996,1
stephanie pedersen,4,4.13,3.97,2000,1
stephen coote,5,6.27,3.81,1995,1
stephen mccauley,14,3.25,2.6,1995,1
susan gable,3,2.8,2.49,2003,1
tom grimm,4,3.5,4.36,1990,1
tracey west,47,1.32,2.44,2001,0
tracy fobes,6,2.5,2.11,2000,3
wendy larson,3,4.92,4.54,1993,1
william least heat moon,5,2.49,2.22,1994,3
a. n. wilson,13,1.62,3.15,1995,3
a.l. singer,5,0.83,1.18,1991,3
adam phillips,5,0,0,1999,3
anne park,4,0,0,1983,3
antony mason,4,9.25,0.5,2000,1
barry unsworth,12,2,2.36,1997,3
beth hensperger,3,7.33,3.06,1997,1
brandon massey,3,1.25,2.17,2004,3
brian daley,19,1.51,2.46,1986,3
bruce  schneier,3,4.22,3.67,1997,1
candace bushnell,17,3.09,2.76,2001,1
carl gustav jung,5,6.5,3.73,1974,1
carol brightman,3,1.67,2.89,1995,3
carol gorman,6,0,0,1993,3
catherine marshall,29,1.74,3.17,1988,0
christopher kendris,9,3.42,3.64,1992,1
colin dann,3,1.67,2.08,1992,3
cristã³bal zaragoza,3,5.33,0.58,1985,3
dale peterson,4,3.88,4.48,1993,1
david alexander,12,1.97,3.52,1993,1
david chandler,3,0,0,1989,3
david h. hackworth,5,2.88,4.41,1998,1
david ignatius,8,1.44,1.64,1995,3
debra dier,15,2.58,2.76,1998,1
dewey lambdin,6,1.73,1.55,1998,3
diane hoh,41,0.54,0.93,1993,0
e.l. doctorow,5,1.03,0.86,1993,3
edward allen,4,0.45,0.9,1994,3
elizabeth l. newhouse,3,1.67,2.89,1995,3
elizabeth m. cosin,5,4.29,3.89,2000,1
emily carr,7,2.06,3.66,1988,1
evelyn e. smith,5,5.35,3.53,1991,1
frank spiering,4,5.42,4.22,1986,1
franz alt,3,2,3.46,1986,1
gayle rivers,4,0.88,1.75,1988,3
gene florence,5,6.53,3.84,1996,1
geoff crowther,4,3,3.56,1987,1
