author,qtd_livros,media_avaliacao
leah hager cohen,5,1.53
libby sydes,2,0
marele day,6,3.33
maria robbins,3,6
marilyn bowering,3,0.58
mark finley,4,2.5
marvin harris,9,3.56
mary daly,7,3.75
master lam kam-chuen,2,0
matthew b.j. delaney,2,2.5
mel brooks,2,0.94
mercedes bailey,2,1
michael crow,2,2.5
michael ledwidge,2,4.75
mollie katzen,7,4.92
molly weatherfield,2,1
morgan matthews,8,0
mã¡rio de carvalho,3,5.47
nicholas albery,2,5
otfried preussler,9,6.33
pam chun,2,0
patricia ireland,2,1.67
paul levinson,5,0.4
peter burton,2,1.25
peter dickens,2,2.5
peter downey,2,7.5
preston lewis,3,0
readers di,3,1.33
robert redfield,2,0
robynn clairday,3,3.39
roger lancelyn green,13,2.04
ron rosenbaum,3,5.33
rosemary altea,9,2.89
rosemary laurey,2,3.38
sarah blake,2,0.7
sari harrar,2,1.9
serena valentino,2,6.5
simon louvish,3,5.67
stephen f. olford,2,4
steve kowit,3,2.67
steve moore,2,2
steven m. lewis,2,0
stuart b. schwartz,2,5.17
terri herrington,4,0.7
thomas gã?â¶rden,2,1.67
victoria lancelotta,2,1
wilhelm busch,2,8
will and ma osborne,4,5
william j. thomas,2,0.7
william least heat-moon,6,3.21
wolfgang borchert,5,2.13
a. j. holt,5,2.52
a. w. tozer,2,2
a.j. orde,4,2.5
aaa publishing,2,1.75
ad hudler,3,3.14
al kaltman,2,3.5
alan goodman,2,3.5
alfred j. kolatch,2,7.5
amii lorin,4,1.13
andrã?â© brink,2,0
angel milan,4,3.5
anita stansfield,6,4.11
annemarie rosier,2,7.5
antonia barber,6,3.11
aron appelfeld,2,6
arthur h. landis,2,0
barbara dana,5,3
bartholomew,2,0
betina krahn,13,1.97
beverly s. martin,3,1.56
bill russell,2,0
blanche mccrary boyd,4,0.63
brad densmore,2,3
bradygames,3,4
brendan o'carroll,9,3.93
bruce nussbaum,2,2.5
cary fagan,3,0
catherine dee,2,3.5
charles m. sevilla,2,2.13
chastity bono,4,4
david a. yallop,4,3.06
david katz,3,0
david l. pulver,2,0
david m. buss,3,4
david peters,7,0
david wheeler,2,0
diane pugh,2,1
dorothy b. hughes,2,0
eiichiro oda,3,2.14
elwood reid,4,0
emma sinclair,2,0
eric foner,4,7.5
erich von daniken,11,0.98
etgar keret,3,1.5
f. david peat,5,0.7
fasa corporation staff,2,7.5
fernando sã¡nchez dragã³,3,2
forbes magazine  staff,2,1.25
frances duncan,3,1
frances sherwood,5,2.95
freda bright,4,2.42
g. a. mckevett,15,2.33
gary jennings,24,2.58
george fisher,2,10
gilles perrault,5,2.2
gladys bagg taber,3,4.17
h. james harrington,2,9
hanswilhelm haefs,2,3.05
harry horse,2,3.5
hayden curry,3,6.33
heather amery,23,3.89
helmut krausser,5,4.05
henri charriere,2,2.19
horst rechelbacher,2,4.33
j. robert king,13,1.93
james frey,3,2.49
jan king,5,1.8
jane b. moncure,2,6.75
jane mccafferty,3,1.64
jane resh thomas,5,0
jay leno,8,3.48
jean wyrick,2,4.5
jennie louise frankel,3,3.87
jennifer donnelly,3,2.75
jerry spinelli,41,2.72
jim craddock,2,6.54
jo beverley,33,2.5
joan baez,2,0.42
joan chase,4,0.55
joan w. brown,2,8.5
joan weigall lindsay,2,4.5
john bowen,4,2.88
john gregory betancourt,6,2.42
john le carrã?â©,4,2.63
jonathan clements,2,2.5
judy alter,9,1.78
jã?â¶rn altmann,2,3.75
k.c. constantine,3,0
karen hancock,2,2.75
karen toller whittenburg,15,2.18
keith b. richburg,2,7.75
kent thompson,2,4
laurie keller,4,7.25
lee carroll,4,5.3
lewis desoto,2,4.4
linda eyre,5,0.5
linda walters,2,0
lindsay randall,5,0
lionel tiger,2,2.96
louis sarno,2,0
lowell cauffiel,14,3.04
margaret l. andersen,2,2
maria mercã¨ roca i perich,3,6
marion elliot,2,8
marne davis kellogg,10,4.13
marsha rowe,2,3.5
martin booth,12,2.58
martin clark,3,2.08
mary beckwith,2,4
mary daniels,2,2
mary francis shura,13,1.46
mary packard,26,1.7
mel levine,4,4.13
melvin berger,26,0.86
mercã¨ rodoreda,5,7.2
michelle groce,2,7
mike nichols,2,6.5
milorad pavic,7,3.42
murasaki shikibu,8,3.96
nancy warren ferrell,2,7
nelson demille,39,3.38
nina fitzpatrick,2,0
norton juster,4,6.78
omar rivabella,2,2.25
orla broderick,2,4.5
ossie davis,2,1.13
pat robertson,11,1.82
patricia geary,2,0.75
patricia hausman,3,1.11
paul auster,86,4.61
paul davies,15,3.74
peter l.  bernstein,2,2.58
peter underwood,4,4.5
petra oelker,9,3.3
phillip l. berman,3,5
r. scott brunner,2,0
raymond a. sokolov,2,3
regina pride,2,4.5
richard everist,2,0
richard l. frey,4,1.67
richard m ketchum,2,0
robert burns,8,2.09
robert inman,8,2.68
robert kaplan,3,0.17
robert l. millet,2,0
robert van de weyer,2,5
rosemary hayes,2,0
rosita arvigo,2,7
russell atwood,2,2.5
ruth sidel,3,0.67
samuel m. key,2,6.5
sara maitland,7,2.43
sarah stacey,2,4.5
silvana franco,4,2.75
sparky moore,2,1.5
steve vogel,3,4.89
susan perry,2,5
susan wittig albert,26,2.92
sylvie sommerfield,9,2.09
tamara sneed,2,6.33
thea dorn,5,3.22
theda perdue,3,6.33
theresa nelson,4,3.71
tristan jones,5,3.2
ulrich bischoff,2,0
vickery turner,3,5
wendy pfeffer,4,2
willi heinrich,3,1
william p. kennedy,4,1
william rotsler,4,1.83
willie nelson,3,0.89
wislawa szymborska,4,5
yuichi kumakura,2,5
richard ammon,2,0
alexandra potter,2,4.57
alfred birnbaum,5,4.46
alice turner curtis,3,1.44
alice zillman chapin,2,0
aliki,19,3.18
alison plowden,6,4.67
amy myers,6,2.33
andrea chesman,4,4.75
andrew martin,2,5
ann c. fallon,5,0.5
ann goethe,2,4
ann landers,3,1.67
anne willan,7,3.57
anthony bailey,5,0
audrey peterson,8,0
bernard maclaverty,9,3.52
better homes&gardens,2,1.5
brian lysaght,2,0
brian williams,5,3.4
budd schulberg,4,4.25
cally hall,2,7.5
camilo josã© cela,9,0.78
carole matthews,7,2.6
carole tonkinson,2,2.5
caroline young,2,5
carolyn reeder,8,2
cathy maxwell,18,3.11
chang-rae lee,6,2.9
charles schulz,12,2.07
christopher stringer,2,0.5
clare naylor,5,1.77
clare turlay newberry,3,4
claudine gandolfi,3,0
cor van den heuvel,2,2.83
damon runyon,2,2.5
darnella ford,2,5.7
david klass,6,2.75
david pond,2,3.5
david stout,3,3.67
diana atkinson,2,0.63
dianne hales,2,2
dick j. reavis,2,1.25
e. bradford burns,2,0
e. p. sanders,3,0.83
earl mindell,10,2.18
edgar pangborn,4,3.13
edward lazarus,2,0
edward llewellyn,2,0
edward mathis,6,0.17
eike christian hirsch,2,3
eleanor lowe clymer,2,1.25
eleanor roosevelt,2,5.67
ephraim kishon,20,3.66
ernest thayer,2,7.5
f. castle,2,6
f. ross holland,3,9
fc&a,6,1.61
fred leebron,2,0
frederick nolan,2,0
freya littledale,7,1.33
g. tyler miller,3,0
gaelle graham,2,7.5
garrison keillor,47,2.91
garry jenkins,4,0
gary mccarthy,19,1.48
gena hale,3,4.94
george harrar,3,2.28
gloria miklowitz,6,1.33
gregory mcnamee,2,0
hamish macinnes,2,4.83
hannah wakefield,2,1
hanya bloom,2,0
harriet k. feder,2,0
henrietta c. mears,3,6
howard teichmann,2,0.7
j. m. g. le clezio,2,2.13
j. madison davis,2,0
j.m. morris,2,0
jackie french koller,9,4.33
james mccourt,3,1.33
jane lahr,2,10
jane wood,2,1.5
jean m. auel,43,3.79
jeanne mcsweeney,2,3.5
jeanne montague,2,1.67
jeffrey hollender,4,1.13
jen hill,2,4
jenny oldfield,8,0.92
jim kraus,3,0
joan rawlins biggar,3,0
jocelyn carew,2,0
joe mcginnis,2,1.7
john bourke,2,8.5
john healy,2,4
john seabrook,4,3.3
joshua dann,2,0
karan davis cutler,2,0
kate hawks,2,2.1
kathleen sky,4,0.83
lawrence norfolk,8,2.59
leonard cohen,10,6.5
lisa tuttle,4,0
louis owens,5,3.4
m.k. lorens,3,0.67
maarten 't hart,9,3.67
marian flandrick bray,4,0.88
mark dunn,5,3.27
marty noble,2,1
mary rodgers,5,1.68
merry mcinerney-whiteford,2,6.25
michael dell,2,3.75
michael holzach,2,0
national geographic book service,3,0
nikki stafford,2,2.67
nomi berger,3,1.17
p.g. wodehouse,35,2.76
parris afton bonds,14,1.04
pat smith,2,3.5
patricia thayer,16,2.72
patrick humphries,4,6
paul mann,7,2.27
penelope russianoff,3,1.06
peter goldsworthy,4,4.38
peter matthiessen,33,2
phil brucato,2,7.5
ralph compton,25,0.92
rebecca fraser,3,2.78
rebecca gray,2,0
rex harley,2,5.5
richie tankersley,2,1.11
robert bender,2,0
robert mccammon,19,1.8
rosalind noonan,4,1.63
sandra markle,7,1.29
sarah e. heller,3,1.67
seamus deane,3,5.3
steven heller,3,5.67
sue margolis,9,2.21
susan allen toth,12,2.36
tana hoban,10,3.63
terry bradshaw,5,3.73
tim mccarver,3,7
tom dyja,2,0
tom wicker,6,0.75
toni goffe,2,4.25
veronica ashley,2,4
walter j. boyne,7,0.86
ward moore,2,3.5
warren g. harris,3,4.33
william lashner,10,2.61
william makepeace thackeray,20,1.92
william stallings,5,5.4
woodeene koenig-bricker,2,4.5
yvonne kalman,2,0
zabrina faire,4,0
a.e. hotchner,4,3.75
a.m. rosenthal,2,4
adrienne ellis reeves,2,0
aidan macfarlane,2,6.25
alai,4,0.88
alberto manguel,18,2.9
alvin schwartz,20,1.9
ama ata aidoo,2,0.5
american kennel club,2,6
andre aciman,4,0
ann-marie macdonald,10,3.33
antonio machado,10,5.43
apirana taylor,2,3.5
barbara park,48,2.85
barrie kerper,3,2.67
betty jean lifton,5,3.6
bill moeller,2,3.25
bradbury,4,3.05
brenda wilbee,4,0
bruce eric kaplan,2,1.13
cameron judd,13,1.85
carl waldman,5,7.1
carmen adams,3,0.67
carol kuykendall,2,0
carol lea benjamin,8,2.03
casey stuart,4,1.46
catherine snodgrass,5,3.07
charles whitfield,2,2.13
chonda pierce,2,2
chris kubica,2,6
christina kingston,4,2.6
christopher hill,3,2.67
clifford stoll,8,3.23
crystal stovall,3,5.11
cynthia copeland lewis,2,5.33
d. e. athkins,2,0
damien broderick,9,1.94
david eldridge,2,0
david lee roth,2,0
dennis cooper,10,3.78
dennis jones,11,1
dino buzzati,3,6.83
elizabeth ehrlich,2,4.57
ellis weiner,6,3.96
frances burnett,2,4.75
frank harold trevor rhodes,2,4.83
frank yerby,3,0
gaius valerius catullus,2,7.5
garret keizer,4,2
gene edwards,6,0.83
gilbert sinoue,4,3.75
glenn  liebman,2,2.5
glenn meade,10,2.9
greg king,2,4.5
gus weill,2,4
harry blamires,2,5
helen r. myers,5,1.55
helen simpson,2,5
hilda boswell,2,0
holly beth walker,2,1.75
howard blum,9,1.76
insight guides,5,8.4
irene bennett brown,2,4.5
jack ziegler,2,7.5
jackie waldman,3,0.92
james l.  roberts,4,2.75
james robinson,3,1.78
jamie gilson,15,1.76
jan wong,2,1.17
jaroslav hasek,4,4.92
jason epstein,2,2.25
jim alexander,26,1.44
jodie rhodes,2,0
joe stahlkuppe,5,3.8
john ramsey,2,2.72
john wittich,3,8.67
jon murray,2,0
jon savage,3,5.33
joseph a. west,3,1
joseph d. mcnamara,3,0.65
judith kitchen,2,3.5
julie lawson,2,0
june flaum singer,7,0.57
jã?â¼rgen domian,2,9
karen cure,6,0.83
katherine kirkpatrick,2,3.75
l.n. tolstoy,3,0.53
laura d'argo,3,1
lauren haney,7,1.35
lennart osbeck,2,10
lewis hyde,2,5.58
linda lea castle,5,2.52
lisa donald,3,0.83
lori herter,13,0.57
lynne gilberg,2,3.5
marc barasch,2,0
margaret eleanor atwood,23,2.77
marilyn manson,3,3.8
marlene fanta shyer,6,0.58
martin heidegger,10,5.25
martin van amerongen,2,4.5
metsy hingle,13,1.64
michael august,2,3.5
michael lewis,14,2.42
michael r. gordon,2,2.5
michelle roy kelly,2,8
mike savage,2,2.75
montse stanley,2,1
nicholas proffitt,5,0
noel alumit,2,2.5
norman maclean,6,2.93
omraam mikhaã?â«l aã?â¯vanhov,3,5.33
pat ballard,3,5.83
patricia kennealy,4,3.81
paul joseph lederer,5,0
paul park,4,1.31
paul pearsall,6,2.73
paul woodruff,3,2.08
penny jordan,83,1.06
peter gurney,2,5
r.b. dominic,3,0
rand mcnally editors,2,10
rich work,3,3.33
richard brookhiser,6,6.75
richard o'brien,5,1
richard price,11,2.09
rick nelson,2,0
rita ewing,2,0
robert handly,2,0
rochelle krich,8,3.04
ron liebman,2,2
ronn elmore,2,5.17
sandra martz,10,2.5
selina macpherson,5,4.37
simms taback,2,9.75
stanton forbes,2,0
susan baur,2,2.25
susan palwick,2,2.5
taylor branch,4,7.08
ted mooney,4,0.75
thom lemmons,5,1.98
thomas m disch,2,3.5
thomas merton,34,4.18
tom winnifrith,5,5
truman capote,40,2.71
valerie tracqui,2,9
vicki iovine,10,3.99
walter jackson bate,3,2.67
wayne d. dundee,2,4
wes craven,2,2.64
william h. inmon,4,0
william h. keith,6,2.07
william j. brooke,3,0.89
william maxwell,14,1.84
william shatner,49,2.43
wolf haas,8,1.72
yamuna devi,3,0
robert barnard,57,2.9
a. c. weisbecker,3,6.5
a. merritt,2,4
adeline yen mah,12,3.69
alexander c. rae,2,2
alphonse daudet,10,1.8
amã©lie nothomb,5,3.44
andrea bocelli,2,1.38
angela johnson,9,2.21
anita diamant,13,3.84
anna salter,6,2.56
anodea judith,5,4.6
april halprin wayland,2,9
art buchwald,18,1.71
aryeh kaplan,2,8.5
association for japanese-language,2,4
audra adams,4,3.13
augusten burroughs,8,3.45
b. j. james,4,1.25
barbara gibson,4,4.25
barbara hammet,3,6.39
bill guggenheim,2,1.31
bob keeshan,2,0
bob sennett,2,0
boyd norton,2,0
brenda novak,14,2.39
brenda parris sibley,2,8.5
brian selznick,3,4.33
camille laurens,5,3.22
carl safina,2,8
carol eagle,2,2.5
carol thompson,5,1.83
caroline shrodes,3,3.33
carolyn kizer,2,5
catherine fisher,4,3.38
celia barker lottridge,3,1.17
chalmers johnson,2,1.5
charles kimball,2,0
cheryl maclachlan,2,4.5
chloe breyer,2,2.58
christie wells,5,2
christopher black,2,1.25
d.j. heinrich,2,0
david grene,5,0.67
david hughes,2,7
david mcclintick,2,2.42
deborah scott,2,1
dennis miller,11,4.7
denny demartino,2,3.5
derek bryce,2,7.5
derek rowntree,2,5.75
diana e.h. russell,2,0
dianne day,11,4.96
donald e. zlotnik,2,0
dorothy hinshaw patent,2,4.5
e. a. sophocles,4,2.5
earl thompson,4,0
editors of reader's digest,2,0
elizabeth clare prophet,8,3.52
eloise mcgraw,6,2.27
emily chase,43,0.26
frans de waal,3,0
franã?â§oise dolto,3,5
gail scott,2,4.5
gayla reid,2,0
geoffrey of monmouth,2,2.25
gilles neret,6,5.58
goodyear roger,10,0.88
grace todino-gonguet,2,8
henri troyat,5,5.57
henry roth,7,1.21
herbie brennan,6,0.83
ian stuart,2,0
irene hunt,12,2.1
james blish,29,2.04
james pruitt,6,1.33
james van praagh,11,3.51
james wagenvoord,2,4
jamgon kongtrul,2,0
jane worth abbott,2,0
jerry m. linenger,2,5.67
jesse maguire,2,0
jim svejda,3,0
joan g. robinson,3,4.33
joan hood,2,5.17
joan larkin,3,2.67
joana mcintyre varawa,2,7
joe orton,6,1.19
john ankerberg,4,2.63
john barnes,33,3.36
john brookes,5,3.27
john darnton,13,3.14
john hedgecoe,7,5.07
john s. martel,5,3.57
john trenhaile,6,0.44
joy williams,7,5.54
judy troy,3,0.83
juliet gardiner,4,5
julius goodman,2,4.7
kate green,5,1.93
kathryn paulsen,2,4.75
kathy marks,2,2.17
kenneth mcgoogan,2,4
krista thoren,2,0
lacey dancer,3,0
larry barkdull,3,6.11
laura lippman,14,2.34
lee harris,17,2.26
leon rooke,4,0
leonard j. leff,2,4.5
lesley grant-adamson,6,4.25
leslie brannen,2,1.5
leslie dierks,5,4
linda needham,9,2.68
lisa see,9,3.39
little golden books staff,3,1.15
lloyd moss,2,6.5
lonely planet,4,5
lori copeland,38,1.57
luis sepã?âºlveda,5,5.1
maggie jones,3,6
margaret st george,2,0
maria-antonia oliver,3,2.5
marjorie b. kellogg,4,2.58
mark amerika,2,0
mark miller,5,3.7
martha kimmel,2,2.25
martin cruz-smith,6,5
marv wolfman,3,3
mary catherine bateson,4,1.89
mary wings,5,1.47
matthew costello,2,2.83
maurice charney,3,0.67
michael friedman,4,0.75
molly gloss,7,3.1
nila banton smith,3,3.33
noel coward,5,3.9
norma gleason,2,0
norman silver,2,0
parke sellard,3,9.33
patricia beatty,7,2.04
paul m. kennedy,2,1.75
paul o. williams,8,1.13
paul vincent,2,7.48
peter stamm,3,2.92
ray hansen,2,2
regena thomashauer,2,5.88
richard p. mcbrien,2,4.5
richard woodley,3,0
robert franklin leslie,2,0
robert kirby,3,6.22
rose collis,2,4
ross thomas,33,1.67
rudolf schnackenburg,2,10
ruth gardner,2,5
ruth pennebaker,3,1.67
sandy jones,4,4.25
scottforesman,2,0
shirley climo,6,4.5
sonny girard,3,2.06
stephen batchelor,3,3
steve turner,3,2.33
steve vance,5,3
steven forrest,7,2
sue limb,3,2.67
susan florence,4,3.5
tamara leigh,5,1.27
thomas g. weiss,2,7.5
thomas s. gressman,3,0
thomas tryon,19,1.49
ursula k. leguin,7,1.57
victor canning,5,1.67
"william c., ph.d. byham",2,0
william elliot hazelgrove,2,0
patt bucheister,9,0.82
a. a.  winnie-the-pooh milne,2,0
alberto vazquez-figueroa,16,3.19
alexander mckee,2,3
alexandra johnson,2,6
alice fulton skelsey,2,1.25
alice sharpe,4,0.5
alys clare,6,0.83
andrew calcutt,2,2.5
ann linnea,2,1.17
anna h. dickson,4,4.88
anna katherine nicholas,2,0
annie cobb,3,1.17
anthony browne,4,7
armando valladares,3,3.33
avery hart,2,4.5
barbara gregorich,8,1.81
barbara taylor,7,1.43
bernardo atxaga,6,5.29
brian king,2,7.5
carla stevens,3,3.33
carmen martã­n gaite,4,4
carol wolper,4,1.2
carole hyatt,2,5
caroline bingham,2,1.75
charles elliott,2,4.5
charles p. mckeague,2,0
charlotte foltz jones,2,3.5
christian mclaughlin,3,3.5
christina rossetti,4,3.91
christopher castellani,2,0.88
chuck musciano,3,6.69
claudia orange,2,5
cynthia benjamin,3,1.89
dan kennedy,2,4.5
dane rudhyar,3,2
daniel bergner,2,6.25
daniel grotta,3,3.67
daniel peters,2,4
david saltman,2,6.5
denise brinig,2,0
dick bruna,4,3.17
don laine,2,0
donald harstad,9,3.19
dorothy canfield fisher,4,7.13
dorothy schneider,2,0
douglas savage,2,0
edward bunker,5,3.03
edward espe brown,8,4.25
elizabeth rose,2,7.5
elizabeth winthrop,20,2.32
else holmelund minarik,8,4.48
evan thomas,3,7.67
frances moore lappã©,2,0
frank b. edwards,2,0
fred alan wolf,5,1.4
garcia marquez,3,2.89
geoff tibballs,5,5.88
george barna,3,2.67
gerry carroll,4,1.5
harald parigger,2,0
harriet doerr,5,2.28
helen mccarthy,2,0
helen rosenbaum,2,0
herbert mitgang,2,2.25
holling c. holling,3,4.33
hugh laurie,2,2.67
jack maclane,2,3.5
jack schwarz,2,0
james haskins,8,2.04
james sallis,6,2.5
jane campsie,3,1.17
jean francois revel,3,0
jeanette gilge,2,0.5
jenny davis,4,0
jerzy kosinski,13,2.98
joanna hershon,4,1.73
joe schwarcz,4,8.25
john kerry,2,3.67
john lahr,10,3.31
john nephew,2,2.5
joyce anne schneider,3,0.3
judy donnelly,5,2.74
karen casey,10,2.83
karl raimund popper,2,7.83
kate hayden,4,3.67
katie maxwell,5,0.99
larry wall,4,3.9
lauren belfer,4,2.24
lauren kessler,5,4.4
lee roddy,15,1.13
leif enger,2,3.86
lena kennedy,9,0
lendon h. smith,3,0.83
leslea newman,14,2.97
linda dobson,2,1.33
linda varner,11,0.13
lois gould,10,2.1
lorenzo carcaterra,12,3.77
luis palau,2,1.25
macinnes helen,2,1.25
mallory burgess,3,0.78
marcia adams,3,6.17
margaret h. bonham,2,10
margaret tarner,2,2.5
margot arnold,8,1.77
marguerite elsbeth,2,6.5
marie-louise von franz,18,0
marilynne robinson,5,2.47
marissa moss,12,7.46
marjorie holmes,22,1.98
mark rotella,2,4.33
martin gardner,27,2.67
martin lemelman,2,0
mary e. lyons,3,7.2
matthias altenburg,2,4
max brand,48,0.35
michael frayn,21,2.91
michael guillen,2,0
michele andrea bowen,3,3.72
michelle kasey,6,0
michelle west,7,2.36
miep gies,2,3.56
mike lester,2,5
morris west,33,1.32
mã rius serra,2,3
ole edvart rolvaag,2,0
otto penzler,12,1.73
patricia finney,5,3.9
paul charles,5,6.3
peter clover,2,2.5
phyllida barstow,3,3
phyllis mcginley,2,8
quentin blake,5,2.8
r. g. austin,4,0.88
r. s. gwynn,2,7.5
r.m. ballantyne,3,2.33
rachel swift,2,0
ralph ellis,2,4
rhoda huffey,2,1.75
richard a. posner,4,0.88
richard leakey,7,3.29
richard nixon,2,0.83
richard wilbur,5,0.28
rick  brinkman,3,7.29
rick bass,18,1.95
rick shelley,13,3.17
robert mawson,6,3.44
roger housden,6,3.2
romana petri,2,8
rose block,2,3.38
ruth rosen,2,2.5
sally cook,3,0
sharon kahn,7,3.68
simon lee,2,6.67
sol wachtler,2,0
spencer dunmore,6,2.75
stephan a. hoeller,2,0
stephanie mittman,6,1.81
stephen collins,3,2.24
sujata massey,11,3.29
susan mcbride,3,4.33
t.r. pearson,6,1.99
thane rosenbaum,2,1.25
timothy williams,2,0
vicenã§ villatoro,4,1.75
virginia hamilton,21,2.41
vivian gornick,5,0
warren hanson,2,5
willard thorp,3,7
william forstchen,2,3.17
richard glyn jones,12,3.44
stephen kenson,8,3.44
aesop,23,2.33
alexander jablokov,9,2.43
alexander theroux,6,4.5
ann radcliffe,4,1.88
anne maybury,3,0
anthony giddens,4,1.25
arnold bennett,9,1.5
arthur a. levine,2,2.5
beatrice gormley,11,1.34
bell irvin wiley,2,0
bette bao lord,6,2.38
bill mason,2,9
carol davis luce,3,4.33
caroline arnold,29,1.88
caroline myss,6,2.45
cassandra king,4,3.19
catherine lippincott,2,7.5
charles g. waugh,5,1.68
christopher hart,5,5.8
cynthia defelice,7,2.44
daniel arasse,2,3.5
daphne gray,2,0
david a. kaplan,3,1.38
david day,7,6.68
david henry wilson,3,6
david rosengarten,3,9.67
diana wagman,2,2.67
don whittington,2,0
doug j. swanson,2,0
elaine camp,6,1.17
elizabeth tallent,4,1.63
emma blair,7,1.14
eric nisenson,2,5
eric partridge,6,5.83
ernest thompson seton,3,0
evan marshall,12,3.04
fannie flagg,24,3.36
federico lorca garcia,2,3.17
felix salten,2,6.08
fiona hood-stewart,6,1.94
fred schaaf,2,2.25
gary m. pomerantz,5,1.55
gene stone,2,5.3
george leonard,4,0.5
george ochoa,3,4.22
gerald morris,6,3.56
giles milton,8,2.37
ginger chambers,17,0.33
ginny reyes,2,2
gladys m. hunt,2,3.5
hal h. harrison,2,6
harlan lane,3,3.33
harry homewood,3,1.5
helen gurley brown,6,1.23
henry cloud,9,2.39
henry lawson,3,2.5
iris ranier dart,2,2.43
j. t. edson,4,0
james brady,14,0.86
james jones,9,1.73
jan de hartog,3,2.33
jan eaton,3,5
jane adams,10,2.22
jane schneider,2,0
janice boies,5,0
jean warren,2,5
jeanette windle,3,0
jim defelice,4,2.58
jim grimsley,11,4.11
jim morrison,4,2.04
joan pickart,6,1.22
joan ryan,3,5.21
joan thompson,2,0
john blumenthal,2,6.5
john c. maxwell,17,4.45
john jakes,55,2.2
john murphy,5,2.97
john sergeant,2,2.33
john shannon,3,5.67
john warren,2,2.5
jon stewart,2,4.38
judy delton,21,1.16
kate allen,5,3.49
kathleen gilles seidel,7,2.92
kathleen hill,2,0
kathryn marshall,2,0
keith lowe,3,3.89
kelsey roberts,21,0.37
knox gordon,2,3
lane von herzen,4,1.25
leila philip,2,0
leona karr,21,0.78
leslie weiner,2,3.67
lillian faderman,6,1.78
linda schierse leonard,6,0.63
lindsey elder,2,3.45
lissa halls johnson,4,0
lucy r. lippard,2,1.25
maggie kingsley,2,5
manda scott,10,2.4
manu boisteau,2,5
marcos mcpeek villatoro,2,4.5
margaret harwood,2,7.5
marian salzman,3,0
marie de john,2,0
mark anthony,10,2.44
mark bricklin,8,3.45
martha stearn,2,0
martin rowson,2,3
martin yate,5,3.7
maruja torres,9,2.78
mary lawrence,2,4.5
mary reynolds,2,3.5
michael e. goodman,2,2.5
michael newton,17,3.24
michael o. wise,2,2
michael paterniti,2,3.14
monica mclean,2,0
nobuyuki anzai,5,10
p. f. chisholm,5,1.4
paula cohen,2,2.58
peter greenberg,3,4.17
peter stark,4,0
peter weber,2,2
philip ross,4,0.29
r. j. overy,2,4.5
robert cormier,32,3.62
